m,n,l,r,q,easiness_alpha,easiness_beta,iternum,method,error
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,11.0,kos,0.049
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,11.0,kos,0.069
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,11.0,kos,0.18
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,11.0,kos,0.302
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,11.0,kos,0.404
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,12.0,kos,0.001
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,12.0,kos,0.005
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,12.0,kos,0.016
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,12.0,kos,0.038
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,12.0,kos,0.069
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,12.0,kos,0.163
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,12.0,kos,0.294
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,12.0,kos,0.4
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,13.0,kos,0.001
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,13.0,kos,0.003
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,13.0,kos,0.015
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,13.0,kos,0.049
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,13.0,kos,0.069
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,13.0,kos,0.18
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,13.0,kos,0.271
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,13.0,kos,0.367
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,14.0,kos,0.002
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,14.0,kos,0.005
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,14.0,kos,0.015
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,14.0,kos,0.049
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,14.0,kos,0.072
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,14.0,kos,0.18
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,14.0,kos,0.271
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,14.0,kos,0.404
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,15.0,kos,0.001
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,15.0,kos,0.004
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,15.0,kos,0.016
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,15.0,kos,0.049
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,15.0,kos,0.072
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,15.0,kos,0.18
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,15.0,kos,0.302
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,15.0,kos,0.404
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,16.0,kos,0.0
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,16.0,kos,0.005
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,16.0,kos,0.016
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,16.0,kos,0.049
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,16.0,kos,0.072
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,16.0,kos,0.173
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,16.0,kos,0.302
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,16.0,kos,0.4
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,17.0,kos,0.0
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,17.0,kos,0.005
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,17.0,kos,0.015
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,17.0,kos,0.048
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,17.0,kos,0.063
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,17.0,kos,0.163
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,17.0,kos,0.294
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,17.0,kos,0.404
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,18.0,kos,0.0
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,18.0,kos,0.005
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,18.0,kos,0.016
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,18.0,kos,0.049
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,18.0,kos,0.069
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,18.0,kos,0.18
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,18.0,kos,0.302
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,18.0,kos,0.392
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,19.0,kos,0.001
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,19.0,kos,0.007
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,19.0,kos,0.021
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,19.0,kos,0.049
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,19.0,kos,0.069
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,19.0,kos,0.163
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,19.0,kos,0.302
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,19.0,kos,0.38
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,20.0,kos,0.001
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,20.0,kos,0.013
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,20.0,kos,0.022
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,20.0,kos,0.054
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,20.0,kos,0.107
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,20.0,kos,0.14
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,20.0,kos,0.291
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,20.0,kos,0.364
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,21.0,kos,0.0
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,21.0,kos,0.013
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,21.0,kos,0.035
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,21.0,kos,0.054
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,21.0,kos,0.096
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,21.0,kos,0.14
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,21.0,kos,0.301
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,21.0,kos,0.397
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,22.0,kos,0.0
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,22.0,kos,0.008
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,22.0,kos,0.035
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,22.0,kos,0.082
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,22.0,kos,0.107
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,22.0,kos,0.177
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,22.0,kos,0.287
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,22.0,kos,0.368
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,23.0,kos,0.004
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,23.0,kos,0.018
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,23.0,kos,0.035
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,23.0,kos,0.082
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,23.0,kos,0.096
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,23.0,kos,0.183
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,23.0,kos,0.277
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,23.0,kos,0.364
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,24.0,kos,0.0
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,24.0,kos,0.001
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,24.0,kos,0.025
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,24.0,kos,0.055
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,24.0,kos,0.107
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,24.0,kos,0.203
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,24.0,kos,0.27
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,24.0,kos,0.397
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,25.0,kos,0.003
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,25.0,kos,0.001
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,25.0,kos,0.015
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,25.0,kos,0.05
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,25.0,kos,0.107
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,25.0,kos,0.197
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,25.0,kos,0.299
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,25.0,kos,0.39
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,26.0,kos,0.0
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,26.0,kos,0.009
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,26.0,kos,0.023
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,26.0,kos,0.055
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,26.0,kos,0.075
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,26.0,kos,0.177
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,26.0,kos,0.293
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,26.0,kos,0.383
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,27.0,kos,0.003
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,27.0,kos,0.007
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,27.0,kos,0.015
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,27.0,kos,0.048
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,27.0,kos,0.08
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,27.0,kos,0.203
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,27.0,kos,0.296
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,27.0,kos,0.397
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,28.0,kos,0.0
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,28.0,kos,0.013
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,28.0,kos,0.011
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,28.0,kos,0.039
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,28.0,kos,0.107
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,28.0,kos,0.203
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,28.0,kos,0.301
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,28.0,kos,0.398
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,29.0,kos,0.0
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,29.0,kos,0.014
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,29.0,kos,0.022
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,29.0,kos,0.053
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,29.0,kos,0.071
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,29.0,kos,0.183
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,29.0,kos,0.277
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,29.0,kos,0.359
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,30.0,kos,0.0
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,30.0,kos,0.012
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,30.0,kos,0.024
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,30.0,kos,0.059
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,30.0,kos,0.098
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,30.0,kos,0.18
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,30.0,kos,0.271
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,30.0,kos,0.398
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,31.0,kos,0.0
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,31.0,kos,0.013
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,31.0,kos,0.025
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,31.0,kos,0.059
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,31.0,kos,0.078
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,31.0,kos,0.176
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,31.0,kos,0.292
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,31.0,kos,0.418
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,32.0,kos,0.001
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,32.0,kos,0.006
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,32.0,kos,0.025
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,32.0,kos,0.066
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,32.0,kos,0.091
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,32.0,kos,0.18
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,32.0,kos,0.311
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,32.0,kos,0.37
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,33.0,kos,0.002
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,33.0,kos,0.005
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,33.0,kos,0.019
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,33.0,kos,0.044
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,33.0,kos,0.089
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,33.0,kos,0.158
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,33.0,kos,0.311
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,33.0,kos,0.412
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,34.0,kos,0.0
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,34.0,kos,0.005
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,34.0,kos,0.015
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,34.0,kos,0.043
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,34.0,kos,0.114
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,34.0,kos,0.149
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,34.0,kos,0.329
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,34.0,kos,0.344
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,35.0,kos,0.002
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,35.0,kos,0.005
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,35.0,kos,0.026
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,35.0,kos,0.044
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,35.0,kos,0.087
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,35.0,kos,0.213
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,35.0,kos,0.311
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,35.0,kos,0.373
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,36.0,kos,0.0
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,36.0,kos,0.018
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,36.0,kos,0.017
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,36.0,kos,0.046
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,36.0,kos,0.121
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,36.0,kos,0.179
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,36.0,kos,0.328
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,36.0,kos,0.37
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,37.0,kos,0.001
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,37.0,kos,0.013
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,37.0,kos,0.022
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,37.0,kos,0.039
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,37.0,kos,0.114
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,37.0,kos,0.172
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,37.0,kos,0.286
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,37.0,kos,0.37
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,38.0,kos,0.0
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,38.0,kos,0.008
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,38.0,kos,0.019
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,38.0,kos,0.038
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,38.0,kos,0.08
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,38.0,kos,0.18
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,38.0,kos,0.281
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,38.0,kos,0.37
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,39.0,kos,0.002
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,39.0,kos,0.018
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,39.0,kos,0.026
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,39.0,kos,0.042
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,39.0,kos,0.087
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,39.0,kos,0.208
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,39.0,kos,0.308
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,39.0,kos,0.326
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,40.0,kos,0.0
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,40.0,kos,0.016
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,40.0,kos,0.011
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,40.0,kos,0.062
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,40.0,kos,0.101
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,40.0,kos,0.184
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,40.0,kos,0.308
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,40.0,kos,0.386
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,41.0,kos,0.0
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,41.0,kos,0.011
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,41.0,kos,0.035
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,41.0,kos,0.048
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,41.0,kos,0.088
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,41.0,kos,0.206
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,41.0,kos,0.345
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,41.0,kos,0.411
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,42.0,kos,0.001
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,42.0,kos,0.004
