m,n,l,r,q,easiness_alpha,easiness_beta,iternum,method,error
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,42.0,kos,0.044
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,42.0,kos,0.046
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,42.0,kos,0.124
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,42.0,kos,0.22
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,42.0,kos,0.326
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,42.0,kos,0.439
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,43.0,kos,0.001
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,43.0,kos,0.008
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,43.0,kos,0.02
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,43.0,kos,0.048
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,43.0,kos,0.103
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,43.0,kos,0.138
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,43.0,kos,0.307
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,43.0,kos,0.387
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,44.0,kos,0.0
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,44.0,kos,0.006
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,44.0,kos,0.025
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,44.0,kos,0.055
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,44.0,kos,0.083
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,44.0,kos,0.179
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,44.0,kos,0.278
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,44.0,kos,0.371
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,45.0,kos,0.0
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,45.0,kos,0.007
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,45.0,kos,0.032
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,45.0,kos,0.065
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,45.0,kos,0.143
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,45.0,kos,0.158
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,45.0,kos,0.334
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,45.0,kos,0.439
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,46.0,kos,0.004
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,46.0,kos,0.008
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,46.0,kos,0.037
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,46.0,kos,0.051
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,46.0,kos,0.098
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,46.0,kos,0.217
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,46.0,kos,0.313
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,46.0,kos,0.386
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,47.0,kos,0.0
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,47.0,kos,0.011
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,47.0,kos,0.012
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,47.0,kos,0.058
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,47.0,kos,0.059
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,47.0,kos,0.22
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,47.0,kos,0.342
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,47.0,kos,0.39
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,48.0,kos,0.001
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,48.0,kos,0.004
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,48.0,kos,0.026
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,48.0,kos,0.058
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,48.0,kos,0.081
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,48.0,kos,0.185
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,48.0,kos,0.329
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,48.0,kos,0.377
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,49.0,kos,0.005
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,49.0,kos,0.004
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,49.0,kos,0.011
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,49.0,kos,0.053
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,49.0,kos,0.122
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,49.0,kos,0.22
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,49.0,kos,0.308
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,49.0,kos,0.358
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,50.0,kos,0.0
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,50.0,kos,0.009
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,50.0,kos,0.013
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,50.0,kos,0.046
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,50.0,kos,0.093
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,50.0,kos,0.192
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,50.0,kos,0.313
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,50.0,kos,0.381
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,51.0,kos,0.001
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,51.0,kos,0.006
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,51.0,kos,0.019
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,51.0,kos,0.051
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,51.0,kos,0.112
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,51.0,kos,0.179
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,51.0,kos,0.316
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,51.0,kos,0.396
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,52.0,kos,0.002
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,52.0,kos,0.008
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,52.0,kos,0.023
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,52.0,kos,0.063
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,52.0,kos,0.081
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,52.0,kos,0.197
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,52.0,kos,0.303
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,52.0,kos,0.391
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,53.0,kos,0.004
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,53.0,kos,0.005
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,53.0,kos,0.026
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,53.0,kos,0.053
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,53.0,kos,0.071
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,53.0,kos,0.194
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,53.0,kos,0.315
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,53.0,kos,0.354
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,54.0,kos,0.001
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,54.0,kos,0.012
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,54.0,kos,0.022
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,54.0,kos,0.044
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,54.0,kos,0.093
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,54.0,kos,0.166
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,54.0,kos,0.31
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,54.0,kos,0.406
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,55.0,kos,0.003
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,55.0,kos,0.009
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,55.0,kos,0.019
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,55.0,kos,0.037
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,55.0,kos,0.091
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,55.0,kos,0.217
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,55.0,kos,0.271
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,55.0,kos,0.369
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,56.0,kos,0.0
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,56.0,kos,0.006
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,56.0,kos,0.028
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,56.0,kos,0.043
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,56.0,kos,0.092
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,56.0,kos,0.194
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,56.0,kos,0.325
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,56.0,kos,0.406
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,57.0,kos,0.001
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,57.0,kos,0.011
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,57.0,kos,0.046
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,57.0,kos,0.046
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,57.0,kos,0.066
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,57.0,kos,0.197
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,57.0,kos,0.285
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,57.0,kos,0.407
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,58.0,kos,0.001
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,58.0,kos,0.012
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,58.0,kos,0.04
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,58.0,kos,0.051
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,58.0,kos,0.093
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,58.0,kos,0.163
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,58.0,kos,0.306
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,58.0,kos,0.422
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,59.0,kos,0.0
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,59.0,kos,0.013
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,59.0,kos,0.032
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,59.0,kos,0.037
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,59.0,kos,0.1
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,59.0,kos,0.261
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,59.0,kos,0.279
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,59.0,kos,0.355
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,60.0,kos,0.004
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,60.0,kos,0.017
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,60.0,kos,0.033
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,60.0,kos,0.051
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,60.0,kos,0.069
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,60.0,kos,0.15
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,60.0,kos,0.327
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,60.0,kos,0.394
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,61.0,kos,0.001
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,61.0,kos,0.009
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,61.0,kos,0.021
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,61.0,kos,0.05
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,61.0,kos,0.118
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,61.0,kos,0.216
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,61.0,kos,0.298
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,61.0,kos,0.399
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,62.0,kos,0.0
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,62.0,kos,0.011
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,62.0,kos,0.024
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,62.0,kos,0.066
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,62.0,kos,0.098
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,62.0,kos,0.247
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,62.0,kos,0.354
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,62.0,kos,0.418
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,63.0,kos,0.0
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,63.0,kos,0.009
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,63.0,kos,0.023
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,63.0,kos,0.044
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,63.0,kos,0.066
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,63.0,kos,0.176
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,63.0,kos,0.318
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,63.0,kos,0.402
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,64.0,kos,0.0
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,64.0,kos,0.004
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,64.0,kos,0.028
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,64.0,kos,0.035
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,64.0,kos,0.114
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,64.0,kos,0.182
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,64.0,kos,0.301
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,64.0,kos,0.412
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,65.0,kos,0.003
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,65.0,kos,0.01
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,65.0,kos,0.017
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,65.0,kos,0.049
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,65.0,kos,0.106
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,65.0,kos,0.187
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,65.0,kos,0.335
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,65.0,kos,0.357
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,66.0,kos,0.002
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,66.0,kos,0.014
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,66.0,kos,0.02
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,66.0,kos,0.033
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,66.0,kos,0.087
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,66.0,kos,0.171
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,66.0,kos,0.316
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,66.0,kos,0.419
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,67.0,kos,0.002
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,67.0,kos,0.007
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,67.0,kos,0.046
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,67.0,kos,0.03
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,67.0,kos,0.099
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,67.0,kos,0.18
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,67.0,kos,0.231
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,67.0,kos,0.411
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,68.0,kos,0.0
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,68.0,kos,0.019
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,68.0,kos,0.01
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,68.0,kos,0.049
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,68.0,kos,0.094
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,68.0,kos,0.173
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,68.0,kos,0.362
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,68.0,kos,0.384
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,69.0,kos,0.001
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,69.0,kos,0.007
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,69.0,kos,0.015
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,69.0,kos,0.066
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,69.0,kos,0.113
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,69.0,kos,0.176
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,69.0,kos,0.3
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,69.0,kos,0.399
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,70.0,kos,0.002
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,70.0,kos,0.013
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,70.0,kos,0.027
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,70.0,kos,0.085
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,70.0,kos,0.103
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,70.0,kos,0.178
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,70.0,kos,0.252
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,70.0,kos,0.458
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,71.0,kos,0.004
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,71.0,kos,0.007
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,71.0,kos,0.019
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,71.0,kos,0.054
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,71.0,kos,0.117
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,71.0,kos,0.173
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,71.0,kos,0.27
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,71.0,kos,0.394
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,72.0,kos,0.002
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,72.0,kos,0.01
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,72.0,kos,0.02
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,72.0,kos,0.051
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,72.0,kos,0.075
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,72.0,kos,0.147
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,72.0,kos,0.295
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,72.0,kos,0.37
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,73.0,kos,0.0
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,73.0,kos,0.007
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,73.0,kos,0.027
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,73.0,kos,0.07
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,73.0,kos,0.099
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,73.0,kos,0.229
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,73.0,kos,0.337
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,73.0,kos,0.372
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,74.0,kos,0.006
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,74.0,kos,0.008
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,74.0,kos,0.031
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,74.0,kos,0.05
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,74.0,kos,0.121
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,74.0,kos,0.228
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,74.0,kos,0.359
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,74.0,kos,0.405
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,75.0,kos,0.002
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,75.0,kos,0.011
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,75.0,kos,0.042
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,75.0,kos,0.055
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,75.0,kos,0.091
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,75.0,kos,0.198
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,75.0,kos,0.32
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,75.0,kos,0.424
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,76.0,kos,0.001
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,76.0,kos,0.015
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,76.0,kos,0.031
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,76.0,kos,0.038
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,76.0,kos,0.104
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,76.0,kos,0.153
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,76.0,kos,0.334
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,76.0,kos,0.415
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,77.0,kos,0.001
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,77.0,kos,0.013
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,77.0,kos,0.027
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,77.0,kos,0.069
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,77.0,kos,0.097
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,77.0,kos,0.218
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,77.0,kos,0.277
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,77.0,kos,0.407
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,78.0,kos,0.001
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,78.0,kos,0.011
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,78.0,kos,0.023
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,78.0,kos,0.054
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,78.0,kos,0.096
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,78.0,kos,0.18
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,78.0,kos,0.335
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,78.0,kos,0.392
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,79.0,kos,0.005
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,79.0,kos,0.005
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,79.0,kos,0.025
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,79.0,kos,0.046
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,79.0,kos,0.121
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,79.0,kos,0.213
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,79.0,kos,0.312
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,79.0,kos,0.354
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,80.0,kos,0.002
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,80.0,kos,0.009
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,80.0,kos,0.036
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,80.0,kos,0.078
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,80.0,kos,0.093
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,80.0,kos,0.21
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,80.0,kos,0.308
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,80.0,kos,0.368
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,81.0,kos,0.0
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,81.0,kos,0.01
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,81.0,kos,0.038
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,81.0,kos,0.068
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,81.0,kos,0.125
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,81.0,kos,0.183
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,81.0,kos,0.322
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,81.0,kos,0.384
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,82.0,kos,0.0
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,82.0,kos,0.006
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,82.0,kos,0.028
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,82.0,kos,0.042
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,82.0,kos,0.085
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,82.0,kos,0.193
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,82.0,kos,0.327
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,82.0,kos,0.38
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,83.0,kos,0.002
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,83.0,kos,0.005
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,83.0,kos,0.031
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,83.0,kos,0.048
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,83.0,kos,0.115
1000.0,1000.0,25.0,25.0,0.3,50.0,15.0,83.0,kos,0.2
1000.0,1000.0,25.0,25.0,0.3,50.0,20.0,83.0,kos,0.33
1000.0,1000.0,25.0,25.0,0.3,50.0,25.0,83.0,kos,0.404
1000.0,1000.0,25.0,25.0,0.3,50.0,1e-06,84.0,kos,0.001
1000.0,1000.0,25.0,25.0,0.3,50.0,2.5,84.0,kos,0.009
1000.0,1000.0,25.0,25.0,0.3,50.0,5.0,84.0,kos,0.015
1000.0,1000.0,25.0,25.0,0.3,50.0,7.5,84.0,kos,0.064
1000.0,1000.0,25.0,25.0,0.3,50.0,10.0,84.0,kos,0.07
