m,n,l,r,q,easiness_alpha,easiness_beta,iternum,method,error
4000.0,4000.0,3.0,3.0,0.3,50.0,1e-06,87.0,kos,0.403
63.0,63.0,5.0,5.0,0.3,50.0,1e-06,87.0,kos,0.19047619047619047
250.0,250.0,5.0,5.0,0.3,50.0,1e-06,87.0,kos,0.312
1000.0,1000.0,5.0,5.0,0.3,50.0,1e-06,87.0,kos,0.295
4000.0,4000.0,5.0,5.0,0.3,50.0,1e-06,87.0,kos,0.31025
63.0,63.0,6.0,6.0,0.3,50.0,1e-06,87.0,kos,0.1111111111111111
250.0,250.0,6.0,6.0,0.3,50.0,1e-06,87.0,kos,0.272
1000.0,1000.0,6.0,6.0,0.3,50.0,1e-06,87.0,kos,0.213
4000.0,4000.0,6.0,6.0,0.3,50.0,1e-06,87.0,kos,0.2595
63.0,63.0,7.0,7.0,0.3,50.0,1e-06,87.0,kos,0.23809523809523808
250.0,250.0,7.0,7.0,0.3,50.0,1e-06,87.0,kos,0.284
1000.0,1000.0,7.0,7.0,0.3,50.0,1e-06,87.0,kos,0.236
4000.0,4000.0,7.0,7.0,0.3,50.0,1e-06,87.0,kos,0.2115
63.0,63.0,9.0,9.0,0.3,50.0,1e-06,87.0,kos,0.07936507936507936
250.0,250.0,9.0,9.0,0.3,50.0,1e-06,87.0,kos,0.136
1000.0,1000.0,9.0,9.0,0.3,50.0,1e-06,87.0,kos,0.137
4000.0,4000.0,9.0,9.0,0.3,50.0,1e-06,87.0,kos,0.12625
63.0,63.0,11.0,11.0,0.3,50.0,1e-06,87.0,kos,0.06349206349206349
250.0,250.0,11.0,11.0,0.3,50.0,1e-06,87.0,kos,0.08
1000.0,1000.0,11.0,11.0,0.3,50.0,1e-06,87.0,kos,0.111
4000.0,4000.0,11.0,11.0,0.3,50.0,1e-06,87.0,kos,0.0815
63.0,63.0,13.0,13.0,0.3,50.0,1e-06,87.0,kos,0.047619047619047616
250.0,250.0,13.0,13.0,0.3,50.0,1e-06,87.0,kos,0.032
1000.0,1000.0,13.0,13.0,0.3,50.0,1e-06,87.0,kos,0.06
4000.0,4000.0,13.0,13.0,0.3,50.0,1e-06,87.0,kos,0.04625
63.0,63.0,15.0,15.0,0.3,50.0,1e-06,87.0,kos,0.015873015873015872
250.0,250.0,15.0,15.0,0.3,50.0,1e-06,87.0,kos,0.032
1000.0,1000.0,15.0,15.0,0.3,50.0,1e-06,87.0,kos,0.036
4000.0,4000.0,15.0,15.0,0.3,50.0,1e-06,87.0,kos,0.0265
63.0,63.0,1.0,1.0,0.3,50.0,1e-06,88.0,kos,1.0
250.0,250.0,1.0,1.0,0.3,50.0,1e-06,88.0,kos,1.0
1000.0,1000.0,1.0,1.0,0.3,50.0,1e-06,88.0,kos,1.0
4000.0,4000.0,1.0,1.0,0.3,50.0,1e-06,88.0,kos,1.0
63.0,63.0,3.0,3.0,0.3,50.0,1e-06,88.0,kos,0.25396825396825395
250.0,250.0,3.0,3.0,0.3,50.0,1e-06,88.0,kos,0.432
1000.0,1000.0,3.0,3.0,0.3,50.0,1e-06,88.0,kos,0.42
4000.0,4000.0,3.0,3.0,0.3,50.0,1e-06,88.0,kos,0.38775
63.0,63.0,5.0,5.0,0.3,50.0,1e-06,88.0,kos,0.5079365079365079
250.0,250.0,5.0,5.0,0.3,50.0,1e-06,88.0,kos,0.332
1000.0,1000.0,5.0,5.0,0.3,50.0,1e-06,88.0,kos,0.306
4000.0,4000.0,5.0,5.0,0.3,50.0,1e-06,88.0,kos,0.328
63.0,63.0,6.0,6.0,0.3,50.0,1e-06,88.0,kos,0.1746031746031746
250.0,250.0,6.0,6.0,0.3,50.0,1e-06,88.0,kos,0.252
1000.0,1000.0,6.0,6.0,0.3,50.0,1e-06,88.0,kos,0.276
4000.0,4000.0,6.0,6.0,0.3,50.0,1e-06,88.0,kos,0.27225
63.0,63.0,7.0,7.0,0.3,50.0,1e-06,88.0,kos,0.3968253968253968
250.0,250.0,7.0,7.0,0.3,50.0,1e-06,88.0,kos,0.172
1000.0,1000.0,7.0,7.0,0.3,50.0,1e-06,88.0,kos,0.213
4000.0,4000.0,7.0,7.0,0.3,50.0,1e-06,88.0,kos,0.206
63.0,63.0,9.0,9.0,0.3,50.0,1e-06,88.0,kos,0.14285714285714285
250.0,250.0,9.0,9.0,0.3,50.0,1e-06,88.0,kos,0.076
1000.0,1000.0,9.0,9.0,0.3,50.0,1e-06,88.0,kos,0.113
4000.0,4000.0,9.0,9.0,0.3,50.0,1e-06,88.0,kos,0.1285
63.0,63.0,11.0,11.0,0.3,50.0,1e-06,88.0,kos,0.31746031746031744
250.0,250.0,11.0,11.0,0.3,50.0,1e-06,88.0,kos,0.04
1000.0,1000.0,11.0,11.0,0.3,50.0,1e-06,88.0,kos,0.083
4000.0,4000.0,11.0,11.0,0.3,50.0,1e-06,88.0,kos,0.082
63.0,63.0,13.0,13.0,0.3,50.0,1e-06,88.0,kos,0.19047619047619047
250.0,250.0,13.0,13.0,0.3,50.0,1e-06,88.0,kos,0.056
1000.0,1000.0,13.0,13.0,0.3,50.0,1e-06,88.0,kos,0.066
4000.0,4000.0,13.0,13.0,0.3,50.0,1e-06,88.0,kos,0.04225
63.0,63.0,15.0,15.0,0.3,50.0,1e-06,88.0,kos,0.0
250.0,250.0,15.0,15.0,0.3,50.0,1e-06,88.0,kos,0.016
1000.0,1000.0,15.0,15.0,0.3,50.0,1e-06,88.0,kos,0.02
4000.0,4000.0,15.0,15.0,0.3,50.0,1e-06,88.0,kos,0.02775
63.0,63.0,1.0,1.0,0.3,50.0,1e-06,89.0,kos,1.0
250.0,250.0,1.0,1.0,0.3,50.0,1e-06,89.0,kos,1.0
1000.0,1000.0,1.0,1.0,0.3,50.0,1e-06,89.0,kos,1.0
4000.0,4000.0,1.0,1.0,0.3,50.0,1e-06,89.0,kos,1.0
63.0,63.0,3.0,3.0,0.3,50.0,1e-06,89.0,kos,0.5079365079365079
250.0,250.0,3.0,3.0,0.3,50.0,1e-06,89.0,kos,0.384
1000.0,1000.0,3.0,3.0,0.3,50.0,1e-06,89.0,kos,0.373
4000.0,4000.0,3.0,3.0,0.3,50.0,1e-06,89.0,kos,0.40675
63.0,63.0,5.0,5.0,0.3,50.0,1e-06,89.0,kos,0.30158730158730157
250.0,250.0,5.0,5.0,0.3,50.0,1e-06,89.0,kos,0.348
1000.0,1000.0,5.0,5.0,0.3,50.0,1e-06,89.0,kos,0.302
4000.0,4000.0,5.0,5.0,0.3,50.0,1e-06,89.0,kos,0.311
63.0,63.0,6.0,6.0,0.3,50.0,1e-06,89.0,kos,0.30158730158730157
250.0,250.0,6.0,6.0,0.3,50.0,1e-06,89.0,kos,0.26
1000.0,1000.0,6.0,6.0,0.3,50.0,1e-06,89.0,kos,0.25
4000.0,4000.0,6.0,6.0,0.3,50.0,1e-06,89.0,kos,0.26325
63.0,63.0,7.0,7.0,0.3,50.0,1e-06,89.0,kos,0.1111111111111111
250.0,250.0,7.0,7.0,0.3,50.0,1e-06,89.0,kos,0.212
1000.0,1000.0,7.0,7.0,0.3,50.0,1e-06,89.0,kos,0.184
4000.0,4000.0,7.0,7.0,0.3,50.0,1e-06,89.0,kos,0.213
63.0,63.0,9.0,9.0,0.3,50.0,1e-06,89.0,kos,0.3333333333333333
250.0,250.0,9.0,9.0,0.3,50.0,1e-06,89.0,kos,0.224
1000.0,1000.0,9.0,9.0,0.3,50.0,1e-06,89.0,kos,0.167
4000.0,4000.0,9.0,9.0,0.3,50.0,1e-06,89.0,kos,0.15375
63.0,63.0,11.0,11.0,0.3,50.0,1e-06,89.0,kos,0.06349206349206349
250.0,250.0,11.0,11.0,0.3,50.0,1e-06,89.0,kos,0.124
1000.0,1000.0,11.0,11.0,0.3,50.0,1e-06,89.0,kos,0.064
4000.0,4000.0,11.0,11.0,0.3,50.0,1e-06,89.0,kos,0.07
63.0,63.0,13.0,13.0,0.3,50.0,1e-06,89.0,kos,0.09523809523809523
250.0,250.0,13.0,13.0,0.3,50.0,1e-06,89.0,kos,0.032
1000.0,1000.0,13.0,13.0,0.3,50.0,1e-06,89.0,kos,0.053
4000.0,4000.0,13.0,13.0,0.3,50.0,1e-06,89.0,kos,0.0595
63.0,63.0,15.0,15.0,0.3,50.0,1e-06,89.0,kos,0.015873015873015872
250.0,250.0,15.0,15.0,0.3,50.0,1e-06,89.0,kos,0.044
1000.0,1000.0,15.0,15.0,0.3,50.0,1e-06,89.0,kos,0.022
4000.0,4000.0,15.0,15.0,0.3,50.0,1e-06,89.0,kos,0.0265
63.0,63.0,1.0,1.0,0.3,50.0,1e-06,90.0,kos,1.0
250.0,250.0,1.0,1.0,0.3,50.0,1e-06,90.0,kos,1.0
1000.0,1000.0,1.0,1.0,0.3,50.0,1e-06,90.0,kos,1.0
4000.0,4000.0,1.0,1.0,0.3,50.0,1e-06,90.0,kos,1.0
63.0,63.0,3.0,3.0,0.3,50.0,1e-06,90.0,kos,0.3492063492063492
250.0,250.0,3.0,3.0,0.3,50.0,1e-06,90.0,kos,0.48
1000.0,1000.0,3.0,3.0,0.3,50.0,1e-06,90.0,kos,0.43
4000.0,4000.0,3.0,3.0,0.3,50.0,1e-06,90.0,kos,0.41975
63.0,63.0,5.0,5.0,0.3,50.0,1e-06,90.0,kos,0.15873015873015872
250.0,250.0,5.0,5.0,0.3,50.0,1e-06,90.0,kos,0.228
1000.0,1000.0,5.0,5.0,0.3,50.0,1e-06,90.0,kos,0.293
4000.0,4000.0,5.0,5.0,0.3,50.0,1e-06,90.0,kos,0.29825
63.0,63.0,6.0,6.0,0.3,50.0,1e-06,90.0,kos,0.38095238095238093
250.0,250.0,6.0,6.0,0.3,50.0,1e-06,90.0,kos,0.26
1000.0,1000.0,6.0,6.0,0.3,50.0,1e-06,90.0,kos,0.266
4000.0,4000.0,6.0,6.0,0.3,50.0,1e-06,90.0,kos,0.238
63.0,63.0,7.0,7.0,0.3,50.0,1e-06,90.0,kos,0.12698412698412698
250.0,250.0,7.0,7.0,0.3,50.0,1e-06,90.0,kos,0.324
1000.0,1000.0,7.0,7.0,0.3,50.0,1e-06,90.0,kos,0.195
4000.0,4000.0,7.0,7.0,0.3,50.0,1e-06,90.0,kos,0.223
63.0,63.0,9.0,9.0,0.3,50.0,1e-06,90.0,kos,0.12698412698412698
250.0,250.0,9.0,9.0,0.3,50.0,1e-06,90.0,kos,0.108
1000.0,1000.0,9.0,9.0,0.3,50.0,1e-06,90.0,kos,0.161
4000.0,4000.0,9.0,9.0,0.3,50.0,1e-06,90.0,kos,0.11525
63.0,63.0,11.0,11.0,0.3,50.0,1e-06,90.0,kos,0.25396825396825395
250.0,250.0,11.0,11.0,0.3,50.0,1e-06,90.0,kos,0.116
1000.0,1000.0,11.0,11.0,0.3,50.0,1e-06,90.0,kos,0.118
4000.0,4000.0,11.0,11.0,0.3,50.0,1e-06,90.0,kos,0.0785
63.0,63.0,13.0,13.0,0.3,50.0,1e-06,90.0,kos,0.031746031746031744
250.0,250.0,13.0,13.0,0.3,50.0,1e-06,90.0,kos,0.116
1000.0,1000.0,13.0,13.0,0.3,50.0,1e-06,90.0,kos,0.047
4000.0,4000.0,13.0,13.0,0.3,50.0,1e-06,90.0,kos,0.038
63.0,63.0,15.0,15.0,0.3,50.0,1e-06,90.0,kos,0.047619047619047616
250.0,250.0,15.0,15.0,0.3,50.0,1e-06,90.0,kos,0.072
1000.0,1000.0,15.0,15.0,0.3,50.0,1e-06,90.0,kos,0.018
4000.0,4000.0,15.0,15.0,0.3,50.0,1e-06,90.0,kos,0.0255
63.0,63.0,1.0,1.0,0.3,50.0,1e-06,91.0,kos,1.0
250.0,250.0,1.0,1.0,0.3,50.0,1e-06,91.0,kos,1.0
1000.0,1000.0,1.0,1.0,0.3,50.0,1e-06,91.0,kos,1.0
4000.0,4000.0,1.0,1.0,0.3,50.0,1e-06,91.0,kos,1.0
63.0,63.0,3.0,3.0,0.3,50.0,1e-06,91.0,kos,0.4126984126984127
250.0,250.0,3.0,3.0,0.3,50.0,1e-06,91.0,kos,0.46
1000.0,1000.0,3.0,3.0,0.3,50.0,1e-06,91.0,kos,0.409
4000.0,4000.0,3.0,3.0,0.3,50.0,1e-06,91.0,kos,0.42375
63.0,63.0,5.0,5.0,0.3,50.0,1e-06,91.0,kos,0.3333333333333333
250.0,250.0,5.0,5.0,0.3,50.0,1e-06,91.0,kos,0.396
1000.0,1000.0,5.0,5.0,0.3,50.0,1e-06,91.0,kos,0.313
4000.0,4000.0,5.0,5.0,0.3,50.0,1e-06,91.0,kos,0.2955
63.0,63.0,6.0,6.0,0.3,50.0,1e-06,91.0,kos,0.15873015873015872
250.0,250.0,6.0,6.0,0.3,50.0,1e-06,91.0,kos,0.316
1000.0,1000.0,6.0,6.0,0.3,50.0,1e-06,91.0,kos,0.255
4000.0,4000.0,6.0,6.0,0.3,50.0,1e-06,91.0,kos,0.221
63.0,63.0,7.0,7.0,0.3,50.0,1e-06,91.0,kos,0.19047619047619047
250.0,250.0,7.0,7.0,0.3,50.0,1e-06,91.0,kos,0.164
1000.0,1000.0,7.0,7.0,0.3,50.0,1e-06,91.0,kos,0.247
4000.0,4000.0,7.0,7.0,0.3,50.0,1e-06,91.0,kos,0.202
63.0,63.0,9.0,9.0,0.3,50.0,1e-06,91.0,kos,0.1111111111111111
250.0,250.0,9.0,9.0,0.3,50.0,1e-06,91.0,kos,0.128
1000.0,1000.0,9.0,9.0,0.3,50.0,1e-06,91.0,kos,0.138
4000.0,4000.0,9.0,9.0,0.3,50.0,1e-06,91.0,kos,0.13775
63.0,63.0,11.0,11.0,0.3,50.0,1e-06,91.0,kos,0.0
250.0,250.0,11.0,11.0,0.3,50.0,1e-06,91.0,kos,0.08
1000.0,1000.0,11.0,11.0,0.3,50.0,1e-06,91.0,kos,0.096
4000.0,4000.0,11.0,11.0,0.3,50.0,1e-06,91.0,kos,0.073
63.0,63.0,13.0,13.0,0.3,50.0,1e-06,91.0,kos,0.031746031746031744
250.0,250.0,13.0,13.0,0.3,50.0,1e-06,91.0,kos,0.036
1000.0,1000.0,13.0,13.0,0.3,50.0,1e-06,91.0,kos,0.062
4000.0,4000.0,13.0,13.0,0.3,50.0,1e-06,91.0,kos,0.04225
63.0,63.0,15.0,15.0,0.3,50.0,1e-06,91.0,kos,0.09523809523809523
250.0,250.0,15.0,15.0,0.3,50.0,1e-06,91.0,kos,0.048
1000.0,1000.0,15.0,15.0,0.3,50.0,1e-06,91.0,kos,0.032
4000.0,4000.0,15.0,15.0,0.3,50.0,1e-06,91.0,kos,0.028
63.0,63.0,1.0,1.0,0.3,50.0,1e-06,92.0,kos,1.0
250.0,250.0,1.0,1.0,0.3,50.0,1e-06,92.0,kos,1.0
1000.0,1000.0,1.0,1.0,0.3,50.0,1e-06,92.0,kos,1.0
4000.0,4000.0,1.0,1.0,0.3,50.0,1e-06,92.0,kos,1.0
63.0,63.0,3.0,3.0,0.3,50.0,1e-06,92.0,kos,0.42857142857142855
250.0,250.0,3.0,3.0,0.3,50.0,1e-06,92.0,kos,0.436
1000.0,1000.0,3.0,3.0,0.3,50.0,1e-06,92.0,kos,0.429
4000.0,4000.0,3.0,3.0,0.3,50.0,1e-06,92.0,kos,0.42325
63.0,63.0,5.0,5.0,0.3,50.0,1e-06,92.0,kos,0.31746031746031744
250.0,250.0,5.0,5.0,0.3,50.0,1e-06,92.0,kos,0.3
1000.0,1000.0,5.0,5.0,0.3,50.0,1e-06,92.0,kos,0.312
4000.0,4000.0,5.0,5.0,0.3,50.0,1e-06,92.0,kos,0.30775
63.0,63.0,6.0,6.0,0.3,50.0,1e-06,92.0,kos,0.1111111111111111
250.0,250.0,6.0,6.0,0.3,50.0,1e-06,92.0,kos,0.384
1000.0,1000.0,6.0,6.0,0.3,50.0,1e-06,92.0,kos,0.207
4000.0,4000.0,6.0,6.0,0.3,50.0,1e-06,92.0,kos,0.261
63.0,63.0,7.0,7.0,0.3,50.0,1e-06,92.0,kos,0.1111111111111111
250.0,250.0,7.0,7.0,0.3,50.0,1e-06,92.0,kos,0.252
1000.0,1000.0,7.0,7.0,0.3,50.0,1e-06,92.0,kos,0.186
4000.0,4000.0,7.0,7.0,0.3,50.0,1e-06,92.0,kos,0.1975
63.0,63.0,9.0,9.0,0.3,50.0,1e-06,92.0,kos,0.09523809523809523
250.0,250.0,9.0,9.0,0.3,50.0,1e-06,92.0,kos,0.092
1000.0,1000.0,9.0,9.0,0.3,50.0,1e-06,92.0,kos,0.11
4000.0,4000.0,9.0,9.0,0.3,50.0,1e-06,92.0,kos,0.134
63.0,63.0,11.0,11.0,0.3,50.0,1e-06,92.0,kos,0.0
250.0,250.0,11.0,11.0,0.3,50.0,1e-06,92.0,kos,0.136
1000.0,1000.0,11.0,11.0,0.3,50.0,1e-06,92.0,kos,0.048
4000.0,4000.0,11.0,11.0,0.3,50.0,1e-06,92.0,kos,0.06575
63.0,63.0,13.0,13.0,0.3,50.0,1e-06,92.0,kos,0.1111111111111111
250.0,250.0,13.0,13.0,0.3,50.0,1e-06,92.0,kos,0.088
1000.0,1000.0,13.0,13.0,0.3,50.0,1e-06,92.0,kos,0.048
4000.0,4000.0,13.0,13.0,0.3,50.0,1e-06,92.0,kos,0.04925
63.0,63.0,15.0,15.0,0.3,50.0,1e-06,92.0,kos,0.047619047619047616
250.0,250.0,15.0,15.0,0.3,50.0,1e-06,92.0,kos,0.028
1000.0,1000.0,15.0,15.0,0.3,50.0,1e-06,92.0,kos,0.028
4000.0,4000.0,15.0,15.0,0.3,50.0,1e-06,92.0,kos,0.0315
63.0,63.0,1.0,1.0,0.3,50.0,1e-06,93.0,kos,1.0
250.0,250.0,1.0,1.0,0.3,50.0,1e-06,93.0,kos,1.0
1000.0,1000.0,1.0,1.0,0.3,50.0,1e-06,93.0,kos,1.0
4000.0,4000.0,1.0,1.0,0.3,50.0,1e-06,93.0,kos,1.0
63.0,63.0,3.0,3.0,0.3,50.0,1e-06,93.0,kos,0.3968253968253968
250.0,250.0,3.0,3.0,0.3,50.0,1e-06,93.0,kos,0.444
1000.0,1000.0,3.0,3.0,0.3,50.0,1e-06,93.0,kos,0.417
4000.0,4000.0,3.0,3.0,0.3,50.0,1e-06,93.0,kos,0.418
63.0,63.0,5.0,5.0,0.3,50.0,1e-06,93.0,kos,0.36507936507936506
250.0,250.0,5.0,5.0,0.3,50.0,1e-06,93.0,kos,0.304
1000.0,1000.0,5.0,5.0,0.3,50.0,1e-06,93.0,kos,0.325
4000.0,4000.0,5.0,5.0,0.3,50.0,1e-06,93.0,kos,0.30125
63.0,63.0,6.0,6.0,0.3,50.0,1e-06,93.0,kos,0.49206349206349204
250.0,250.0,6.0,6.0,0.3,50.0,1e-06,93.0,kos,0.288
1000.0,1000.0,6.0,6.0,0.3,50.0,1e-06,93.0,kos,0.224
4000.0,4000.0,6.0,6.0,0.3,50.0,1e-06,93.0,kos,0.25675
63.0,63.0,7.0,7.0,0.3,50.0,1e-06,93.0,kos,0.25396825396825395
250.0,250.0,7.0,7.0,0.3,50.0,1e-06,93.0,kos,0.28
1000.0,1000.0,7.0,7.0,0.3,50.0,1e-06,93.0,kos,0.21
4000.0,4000.0,7.0,7.0,0.3,50.0,1e-06,93.0,kos,0.2235
63.0,63.0,9.0,9.0,0.3,50.0,1e-06,93.0,kos,0.09523809523809523
250.0,250.0,9.0,9.0,0.3,50.0,1e-06,93.0,kos,0.112
1000.0,1000.0,9.0,9.0,0.3,50.0,1e-06,93.0,kos,0.09
4000.0,4000.0,9.0,9.0,0.3,50.0,1e-06,93.0,kos,0.12375
63.0,63.0,11.0,11.0,0.3,50.0,1e-06,93.0,kos,0.14285714285714285
250.0,250.0,11.0,11.0,0.3,50.0,1e-06,93.0,kos,0.08
1000.0,1000.0,11.0,11.0,0.3,50.0,1e-06,93.0,kos,0.064
4000.0,4000.0,11.0,11.0,0.3,50.0,1e-06,93.0,kos,0.07425
63.0,63.0,13.0,13.0,0.3,50.0,1e-06,93.0,kos,0.015873015873015872
250.0,250.0,13.0,13.0,0.3,50.0,1e-06,93.0,kos,0.068
1000.0,1000.0,13.0,13.0,0.3,50.0,1e-06,93.0,kos,0.064
4000.0,4000.0,13.0,13.0,0.3,50.0,1e-06,93.0,kos,0.05175
63.0,63.0,15.0,15.0,0.3,50.0,1e-06,93.0,kos,0.015873015873015872
250.0,250.0,15.0,15.0,0.3,50.0,1e-06,93.0,kos,0.024
1000.0,1000.0,15.0,15.0,0.3,50.0,1e-06,93.0,kos,0.041
4000.0,4000.0,15.0,15.0,0.3,50.0,1e-06,93.0,kos,0.03
63.0,63.0,1.0,1.0,0.3,50.0,1e-06,94.0,kos,1.0
250.0,250.0,1.0,1.0,0.3,50.0,1e-06,94.0,kos,1.0
1000.0,1000.0,1.0,1.0,0.3,50.0,1e-06,94.0,kos,1.0
4000.0,4000.0,1.0,1.0,0.3,50.0,1e-06,94.0,kos,1.0
63.0,63.0,3.0,3.0,0.3,50.0,1e-06,94.0,kos,0.4444444444444444
250.0,250.0,3.0,3.0,0.3,50.0,1e-06,94.0,kos,0.432
1000.0,1000.0,3.0,3.0,0.3,50.0,1e-06,94.0,kos,0.418
4000.0,4000.0,3.0,3.0,0.3,50.0,1e-06,94.0,kos,0.4195
63.0,63.0,5.0,5.0,0.3,50.0,1e-06,94.0,kos,0.23809523809523808
250.0,250.0,5.0,5.0,0.3,50.0,1e-06,94.0,kos,0.308
1000.0,1000.0,5.0,5.0,0.3,50.0,1e-06,94.0,kos,0.28
4000.0,4000.0,5.0,5.0,0.3,50.0,1e-06,94.0,kos,0.287
63.0,63.0,6.0,6.0,0.3,50.0,1e-06,94.0,kos,0.23809523809523808
250.0,250.0,6.0,6.0,0.3,50.0,1e-06,94.0,kos,0.176
1000.0,1000.0,6.0,6.0,0.3,50.0,1e-06,94.0,kos,0.215
4000.0,4000.0,6.0,6.0,0.3,50.0,1e-06,94.0,kos,0.26
63.0,63.0,7.0,7.0,0.3,50.0,1e-06,94.0,kos,0.19047619047619047
250.0,250.0,7.0,7.0,0.3,50.0,1e-06,94.0,kos,0.248
1000.0,1000.0,7.0,7.0,0.3,50.0,1e-06,94.0,kos,0.187
4000.0,4000.0,7.0,7.0,0.3,50.0,1e-06,94.0,kos,0.21325
63.0,63.0,9.0,9.0,0.3,50.0,1e-06,94.0,kos,0.09523809523809523
250.0,250.0,9.0,9.0,0.3,50.0,1e-06,94.0,kos,0.168
1000.0,1000.0,9.0,9.0,0.3,50.0,1e-06,94.0,kos,0.119
4000.0,4000.0,9.0,9.0,0.3,50.0,1e-06,94.0,kos,0.1245
63.0,63.0,11.0,11.0,0.3,50.0,1e-06,94.0,kos,0.031746031746031744
250.0,250.0,11.0,11.0,0.3,50.0,1e-06,94.0,kos,0.092
1000.0,1000.0,11.0,11.0,0.3,50.0,1e-06,94.0,kos,0.093
4000.0,4000.0,11.0,11.0,0.3,50.0,1e-06,94.0,kos,0.083
63.0,63.0,13.0,13.0,0.3,50.0,1e-06,94.0,kos,0.12698412698412698
250.0,250.0,13.0,13.0,0.3,50.0,1e-06,94.0,kos,0.084
1000.0,1000.0,13.0,13.0,0.3,50.0,1e-06,94.0,kos,0.06
4000.0,4000.0,13.0,13.0,0.3,50.0,1e-06,94.0,kos,0.04675
63.0,63.0,15.0,15.0,0.3,50.0,1e-06,94.0,kos,0.015873015873015872
250.0,250.0,15.0,15.0,0.3,50.0,1e-06,94.0,kos,0.028
1000.0,1000.0,15.0,15.0,0.3,50.0,1e-06,94.0,kos,0.032
4000.0,4000.0,15.0,15.0,0.3,50.0,1e-06,94.0,kos,0.028
63.0,63.0,1.0,1.0,0.3,50.0,1e-06,95.0,kos,1.0
250.0,250.0,1.0,1.0,0.3,50.0,1e-06,95.0,kos,1.0
1000.0,1000.0,1.0,1.0,0.3,50.0,1e-06,95.0,kos,1.0
4000.0,4000.0,1.0,1.0,0.3,50.0,1e-06,95.0,kos,1.0
63.0,63.0,3.0,3.0,0.3,50.0,1e-06,95.0,kos,0.4126984126984127
250.0,250.0,3.0,3.0,0.3,50.0,1e-06,95.0,kos,0.392
1000.0,1000.0,3.0,3.0,0.3,50.0,1e-06,95.0,kos,0.429
4000.0,4000.0,3.0,3.0,0.3,50.0,1e-06,95.0,kos,0.42375
63.0,63.0,5.0,5.0,0.3,50.0,1e-06,95.0,kos,0.3333333333333333
250.0,250.0,5.0,5.0,0.3,50.0,1e-06,95.0,kos,0.272
1000.0,1000.0,5.0,5.0,0.3,50.0,1e-06,95.0,kos,0.282
4000.0,4000.0,5.0,5.0,0.3,50.0,1e-06,95.0,kos,0.2945
63.0,63.0,6.0,6.0,0.3,50.0,1e-06,95.0,kos,0.23809523809523808
250.0,250.0,6.0,6.0,0.3,50.0,1e-06,95.0,kos,0.256
1000.0,1000.0,6.0,6.0,0.3,50.0,1e-06,95.0,kos,0.31
4000.0,4000.0,6.0,6.0,0.3,50.0,1e-06,95.0,kos,0.24925
63.0,63.0,7.0,7.0,0.3,50.0,1e-06,95.0,kos,0.07936507936507936
250.0,250.0,7.0,7.0,0.3,50.0,1e-06,95.0,kos,0.3
1000.0,1000.0,7.0,7.0,0.3,50.0,1e-06,95.0,kos,0.197
4000.0,4000.0,7.0,7.0,0.3,50.0,1e-06,95.0,kos,0.1935
63.0,63.0,9.0,9.0,0.3,50.0,1e-06,95.0,kos,0.19047619047619047
250.0,250.0,9.0,9.0,0.3,50.0,1e-06,95.0,kos,0.152
1000.0,1000.0,9.0,9.0,0.3,50.0,1e-06,95.0,kos,0.118
4000.0,4000.0,9.0,9.0,0.3,50.0,1e-06,95.0,kos,0.154
63.0,63.0,11.0,11.0,0.3,50.0,1e-06,95.0,kos,0.1111111111111111
250.0,250.0,11.0,11.0,0.3,50.0,1e-06,95.0,kos,0.188
1000.0,1000.0,11.0,11.0,0.3,50.0,1e-06,95.0,kos,0.069
4000.0,4000.0,11.0,11.0,0.3,50.0,1e-06,95.0,kos,0.0825
63.0,63.0,13.0,13.0,0.3,50.0,1e-06,95.0,kos,0.0
250.0,250.0,13.0,13.0,0.3,50.0,1e-06,95.0,kos,0.072
1000.0,1000.0,13.0,13.0,0.3,50.0,1e-06,95.0,kos,0.039
4000.0,4000.0,13.0,13.0,0.3,50.0,1e-06,95.0,kos,0.052
63.0,63.0,15.0,15.0,0.3,50.0,1e-06,95.0,kos,0.0
250.0,250.0,15.0,15.0,0.3,50.0,1e-06,95.0,kos,0.028
1000.0,1000.0,15.0,15.0,0.3,50.0,1e-06,95.0,kos,0.031
4000.0,4000.0,15.0,15.0,0.3,50.0,1e-06,95.0,kos,0.026
63.0,63.0,1.0,1.0,0.3,50.0,1e-06,96.0,kos,1.0
250.0,250.0,1.0,1.0,0.3,50.0,1e-06,96.0,kos,1.0
1000.0,1000.0,1.0,1.0,0.3,50.0,1e-06,96.0,kos,1.0
4000.0,4000.0,1.0,1.0,0.3,50.0,1e-06,96.0,kos,1.0
63.0,63.0,3.0,3.0,0.3,50.0,1e-06,96.0,kos,0.3968253968253968
250.0,250.0,3.0,3.0,0.3,50.0,1e-06,96.0,kos,0.448
1000.0,1000.0,3.0,3.0,0.3,50.0,1e-06,96.0,kos,0.409
4000.0,4000.0,3.0,3.0,0.3,50.0,1e-06,96.0,kos,0.41425
63.0,63.0,5.0,5.0,0.3,50.0,1e-06,96.0,kos,0.3492063492063492
250.0,250.0,5.0,5.0,0.3,50.0,1e-06,96.0,kos,0.284
1000.0,1000.0,5.0,5.0,0.3,50.0,1e-06,96.0,kos,0.329
4000.0,4000.0,5.0,5.0,0.3,50.0,1e-06,96.0,kos,0.315
63.0,63.0,6.0,6.0,0.3,50.0,1e-06,96.0,kos,0.23809523809523808
250.0,250.0,6.0,6.0,0.3,50.0,1e-06,96.0,kos,0.392
