m,n,l,r,q,easiness_alpha,easiness_beta,iternum,method,error
4000.0,4000.0,3.0,3.0,0.3,50.0,1e-06,59.0,majority_vote,0.28575
63.0,63.0,5.0,5.0,0.3,50.0,1e-06,59.0,majority_vote,0.25396825396825395
250.0,250.0,5.0,5.0,0.3,50.0,1e-06,59.0,majority_vote,0.192
1000.0,1000.0,5.0,5.0,0.3,50.0,1e-06,59.0,majority_vote,0.207
4000.0,4000.0,5.0,5.0,0.3,50.0,1e-06,59.0,majority_vote,0.22975
63.0,63.0,6.0,6.0,0.3,50.0,1e-06,59.0,majority_vote,0.23809523809523808
250.0,250.0,6.0,6.0,0.3,50.0,1e-06,59.0,majority_vote,0.288
1000.0,1000.0,6.0,6.0,0.3,50.0,1e-06,59.0,majority_vote,0.219
4000.0,4000.0,6.0,6.0,0.3,50.0,1e-06,59.0,majority_vote,0.2455
63.0,63.0,7.0,7.0,0.3,50.0,1e-06,59.0,majority_vote,0.23809523809523808
250.0,250.0,7.0,7.0,0.3,50.0,1e-06,59.0,majority_vote,0.212
1000.0,1000.0,7.0,7.0,0.3,50.0,1e-06,59.0,majority_vote,0.185
4000.0,4000.0,7.0,7.0,0.3,50.0,1e-06,59.0,majority_vote,0.181
63.0,63.0,9.0,9.0,0.3,50.0,1e-06,59.0,majority_vote,0.19047619047619047
250.0,250.0,9.0,9.0,0.3,50.0,1e-06,59.0,majority_vote,0.172
1000.0,1000.0,9.0,9.0,0.3,50.0,1e-06,59.0,majority_vote,0.157
4000.0,4000.0,9.0,9.0,0.3,50.0,1e-06,59.0,majority_vote,0.17275
63.0,63.0,11.0,11.0,0.3,50.0,1e-06,59.0,majority_vote,0.06349206349206349
250.0,250.0,11.0,11.0,0.3,50.0,1e-06,59.0,majority_vote,0.216
1000.0,1000.0,11.0,11.0,0.3,50.0,1e-06,59.0,majority_vote,0.144
4000.0,4000.0,11.0,11.0,0.3,50.0,1e-06,59.0,majority_vote,0.1555
63.0,63.0,13.0,13.0,0.3,50.0,1e-06,59.0,majority_vote,0.15873015873015872
250.0,250.0,13.0,13.0,0.3,50.0,1e-06,59.0,majority_vote,0.088
1000.0,1000.0,13.0,13.0,0.3,50.0,1e-06,59.0,majority_vote,0.139
4000.0,4000.0,13.0,13.0,0.3,50.0,1e-06,59.0,majority_vote,0.13525
63.0,63.0,15.0,15.0,0.3,50.0,1e-06,59.0,majority_vote,0.07936507936507936
250.0,250.0,15.0,15.0,0.3,50.0,1e-06,59.0,majority_vote,0.16
1000.0,1000.0,15.0,15.0,0.3,50.0,1e-06,59.0,majority_vote,0.161
4000.0,4000.0,15.0,15.0,0.3,50.0,1e-06,59.0,majority_vote,0.114
63.0,63.0,1.0,1.0,0.3,50.0,1e-06,60.0,majority_vote,0.31746031746031744
250.0,250.0,1.0,1.0,0.3,50.0,1e-06,60.0,majority_vote,0.372
1000.0,1000.0,1.0,1.0,0.3,50.0,1e-06,60.0,majority_vote,0.334
4000.0,4000.0,1.0,1.0,0.3,50.0,1e-06,60.0,majority_vote,0.342
63.0,63.0,3.0,3.0,0.3,50.0,1e-06,60.0,majority_vote,0.1746031746031746
250.0,250.0,3.0,3.0,0.3,50.0,1e-06,60.0,majority_vote,0.296
1000.0,1000.0,3.0,3.0,0.3,50.0,1e-06,60.0,majority_vote,0.299
4000.0,4000.0,3.0,3.0,0.3,50.0,1e-06,60.0,majority_vote,0.276
63.0,63.0,5.0,5.0,0.3,50.0,1e-06,60.0,majority_vote,0.2698412698412698
250.0,250.0,5.0,5.0,0.3,50.0,1e-06,60.0,majority_vote,0.2
1000.0,1000.0,5.0,5.0,0.3,50.0,1e-06,60.0,majority_vote,0.228
4000.0,4000.0,5.0,5.0,0.3,50.0,1e-06,60.0,majority_vote,0.234
63.0,63.0,6.0,6.0,0.3,50.0,1e-06,60.0,majority_vote,0.36507936507936506
250.0,250.0,6.0,6.0,0.3,50.0,1e-06,60.0,majority_vote,0.24
1000.0,1000.0,6.0,6.0,0.3,50.0,1e-06,60.0,majority_vote,0.23
4000.0,4000.0,6.0,6.0,0.3,50.0,1e-06,60.0,majority_vote,0.234
63.0,63.0,7.0,7.0,0.3,50.0,1e-06,60.0,majority_vote,0.12698412698412698
250.0,250.0,7.0,7.0,0.3,50.0,1e-06,60.0,majority_vote,0.22
1000.0,1000.0,7.0,7.0,0.3,50.0,1e-06,60.0,majority_vote,0.19
4000.0,4000.0,7.0,7.0,0.3,50.0,1e-06,60.0,majority_vote,0.2145
63.0,63.0,9.0,9.0,0.3,50.0,1e-06,60.0,majority_vote,0.3492063492063492
250.0,250.0,9.0,9.0,0.3,50.0,1e-06,60.0,majority_vote,0.192
1000.0,1000.0,9.0,9.0,0.3,50.0,1e-06,60.0,majority_vote,0.15
4000.0,4000.0,9.0,9.0,0.3,50.0,1e-06,60.0,majority_vote,0.18275
63.0,63.0,11.0,11.0,0.3,50.0,1e-06,60.0,majority_vote,0.2698412698412698
250.0,250.0,11.0,11.0,0.3,50.0,1e-06,60.0,majority_vote,0.172
1000.0,1000.0,11.0,11.0,0.3,50.0,1e-06,60.0,majority_vote,0.157
4000.0,4000.0,11.0,11.0,0.3,50.0,1e-06,60.0,majority_vote,0.14275
63.0,63.0,13.0,13.0,0.3,50.0,1e-06,60.0,majority_vote,0.09523809523809523
250.0,250.0,13.0,13.0,0.3,50.0,1e-06,60.0,majority_vote,0.14
1000.0,1000.0,13.0,13.0,0.3,50.0,1e-06,60.0,majority_vote,0.111
4000.0,4000.0,13.0,13.0,0.3,50.0,1e-06,60.0,majority_vote,0.12775
63.0,63.0,15.0,15.0,0.3,50.0,1e-06,60.0,majority_vote,0.30158730158730157
250.0,250.0,15.0,15.0,0.3,50.0,1e-06,60.0,majority_vote,0.092
1000.0,1000.0,15.0,15.0,0.3,50.0,1e-06,60.0,majority_vote,0.112
4000.0,4000.0,15.0,15.0,0.3,50.0,1e-06,60.0,majority_vote,0.116
63.0,63.0,1.0,1.0,0.3,50.0,1e-06,61.0,majority_vote,0.2698412698412698
250.0,250.0,1.0,1.0,0.3,50.0,1e-06,61.0,majority_vote,0.38
1000.0,1000.0,1.0,1.0,0.3,50.0,1e-06,61.0,majority_vote,0.368
4000.0,4000.0,1.0,1.0,0.3,50.0,1e-06,61.0,majority_vote,0.3415
63.0,63.0,3.0,3.0,0.3,50.0,1e-06,61.0,majority_vote,0.23809523809523808
250.0,250.0,3.0,3.0,0.3,50.0,1e-06,61.0,majority_vote,0.252
1000.0,1000.0,3.0,3.0,0.3,50.0,1e-06,61.0,majority_vote,0.291
4000.0,4000.0,3.0,3.0,0.3,50.0,1e-06,61.0,majority_vote,0.272
63.0,63.0,5.0,5.0,0.3,50.0,1e-06,61.0,majority_vote,0.23809523809523808
250.0,250.0,5.0,5.0,0.3,50.0,1e-06,61.0,majority_vote,0.228
1000.0,1000.0,5.0,5.0,0.3,50.0,1e-06,61.0,majority_vote,0.229
4000.0,4000.0,5.0,5.0,0.3,50.0,1e-06,61.0,majority_vote,0.23425
63.0,63.0,6.0,6.0,0.3,50.0,1e-06,61.0,majority_vote,0.2857142857142857
250.0,250.0,6.0,6.0,0.3,50.0,1e-06,61.0,majority_vote,0.244
1000.0,1000.0,6.0,6.0,0.3,50.0,1e-06,61.0,majority_vote,0.245
4000.0,4000.0,6.0,6.0,0.3,50.0,1e-06,61.0,majority_vote,0.233
63.0,63.0,7.0,7.0,0.3,50.0,1e-06,61.0,majority_vote,0.14285714285714285
250.0,250.0,7.0,7.0,0.3,50.0,1e-06,61.0,majority_vote,0.204
1000.0,1000.0,7.0,7.0,0.3,50.0,1e-06,61.0,majority_vote,0.207
4000.0,4000.0,7.0,7.0,0.3,50.0,1e-06,61.0,majority_vote,0.198
63.0,63.0,9.0,9.0,0.3,50.0,1e-06,61.0,majority_vote,0.1746031746031746
250.0,250.0,9.0,9.0,0.3,50.0,1e-06,61.0,majority_vote,0.2
1000.0,1000.0,9.0,9.0,0.3,50.0,1e-06,61.0,majority_vote,0.168
4000.0,4000.0,9.0,9.0,0.3,50.0,1e-06,61.0,majority_vote,0.17075
63.0,63.0,11.0,11.0,0.3,50.0,1e-06,61.0,majority_vote,0.15873015873015872
250.0,250.0,11.0,11.0,0.3,50.0,1e-06,61.0,majority_vote,0.144
1000.0,1000.0,11.0,11.0,0.3,50.0,1e-06,61.0,majority_vote,0.172
4000.0,4000.0,11.0,11.0,0.3,50.0,1e-06,61.0,majority_vote,0.16475
63.0,63.0,13.0,13.0,0.3,50.0,1e-06,61.0,majority_vote,0.14285714285714285
250.0,250.0,13.0,13.0,0.3,50.0,1e-06,61.0,majority_vote,0.136
1000.0,1000.0,13.0,13.0,0.3,50.0,1e-06,61.0,majority_vote,0.138
4000.0,4000.0,13.0,13.0,0.3,50.0,1e-06,61.0,majority_vote,0.11925
63.0,63.0,15.0,15.0,0.3,50.0,1e-06,61.0,majority_vote,0.06349206349206349
250.0,250.0,15.0,15.0,0.3,50.0,1e-06,61.0,majority_vote,0.088
1000.0,1000.0,15.0,15.0,0.3,50.0,1e-06,61.0,majority_vote,0.127
4000.0,4000.0,15.0,15.0,0.3,50.0,1e-06,61.0,majority_vote,0.0985
63.0,63.0,1.0,1.0,0.3,50.0,1e-06,62.0,majority_vote,0.36507936507936506
250.0,250.0,1.0,1.0,0.3,50.0,1e-06,62.0,majority_vote,0.364
1000.0,1000.0,1.0,1.0,0.3,50.0,1e-06,62.0,majority_vote,0.331
4000.0,4000.0,1.0,1.0,0.3,50.0,1e-06,62.0,majority_vote,0.344
63.0,63.0,3.0,3.0,0.3,50.0,1e-06,62.0,majority_vote,0.14285714285714285
250.0,250.0,3.0,3.0,0.3,50.0,1e-06,62.0,majority_vote,0.24
1000.0,1000.0,3.0,3.0,0.3,50.0,1e-06,62.0,majority_vote,0.269
4000.0,4000.0,3.0,3.0,0.3,50.0,1e-06,62.0,majority_vote,0.284
63.0,63.0,5.0,5.0,0.3,50.0,1e-06,62.0,majority_vote,0.2698412698412698
250.0,250.0,5.0,5.0,0.3,50.0,1e-06,62.0,majority_vote,0.224
1000.0,1000.0,5.0,5.0,0.3,50.0,1e-06,62.0,majority_vote,0.271
4000.0,4000.0,5.0,5.0,0.3,50.0,1e-06,62.0,majority_vote,0.23225
63.0,63.0,6.0,6.0,0.3,50.0,1e-06,62.0,majority_vote,0.20634920634920634
250.0,250.0,6.0,6.0,0.3,50.0,1e-06,62.0,majority_vote,0.284
1000.0,1000.0,6.0,6.0,0.3,50.0,1e-06,62.0,majority_vote,0.221
4000.0,4000.0,6.0,6.0,0.3,50.0,1e-06,62.0,majority_vote,0.23525
63.0,63.0,7.0,7.0,0.3,50.0,1e-06,62.0,majority_vote,0.20634920634920634
250.0,250.0,7.0,7.0,0.3,50.0,1e-06,62.0,majority_vote,0.204
1000.0,1000.0,7.0,7.0,0.3,50.0,1e-06,62.0,majority_vote,0.196
4000.0,4000.0,7.0,7.0,0.3,50.0,1e-06,62.0,majority_vote,0.18925
63.0,63.0,9.0,9.0,0.3,50.0,1e-06,62.0,majority_vote,0.23809523809523808
250.0,250.0,9.0,9.0,0.3,50.0,1e-06,62.0,majority_vote,0.164
1000.0,1000.0,9.0,9.0,0.3,50.0,1e-06,62.0,majority_vote,0.138
4000.0,4000.0,9.0,9.0,0.3,50.0,1e-06,62.0,majority_vote,0.164
63.0,63.0,11.0,11.0,0.3,50.0,1e-06,62.0,majority_vote,0.1111111111111111
250.0,250.0,11.0,11.0,0.3,50.0,1e-06,62.0,majority_vote,0.172
1000.0,1000.0,11.0,11.0,0.3,50.0,1e-06,62.0,majority_vote,0.17
4000.0,4000.0,11.0,11.0,0.3,50.0,1e-06,62.0,majority_vote,0.14525
63.0,63.0,13.0,13.0,0.3,50.0,1e-06,62.0,majority_vote,0.1111111111111111
250.0,250.0,13.0,13.0,0.3,50.0,1e-06,62.0,majority_vote,0.088
1000.0,1000.0,13.0,13.0,0.3,50.0,1e-06,62.0,majority_vote,0.129
4000.0,4000.0,13.0,13.0,0.3,50.0,1e-06,62.0,majority_vote,0.1375
63.0,63.0,15.0,15.0,0.3,50.0,1e-06,62.0,majority_vote,0.25396825396825395
250.0,250.0,15.0,15.0,0.3,50.0,1e-06,62.0,majority_vote,0.12
1000.0,1000.0,15.0,15.0,0.3,50.0,1e-06,62.0,majority_vote,0.138
4000.0,4000.0,15.0,15.0,0.3,50.0,1e-06,62.0,majority_vote,0.1025
63.0,63.0,1.0,1.0,0.3,50.0,1e-06,63.0,majority_vote,0.3492063492063492
250.0,250.0,1.0,1.0,0.3,50.0,1e-06,63.0,majority_vote,0.352
1000.0,1000.0,1.0,1.0,0.3,50.0,1e-06,63.0,majority_vote,0.328
4000.0,4000.0,1.0,1.0,0.3,50.0,1e-06,63.0,majority_vote,0.353
63.0,63.0,3.0,3.0,0.3,50.0,1e-06,63.0,majority_vote,0.19047619047619047
250.0,250.0,3.0,3.0,0.3,50.0,1e-06,63.0,majority_vote,0.252
1000.0,1000.0,3.0,3.0,0.3,50.0,1e-06,63.0,majority_vote,0.269
4000.0,4000.0,3.0,3.0,0.3,50.0,1e-06,63.0,majority_vote,0.289
63.0,63.0,5.0,5.0,0.3,50.0,1e-06,63.0,majority_vote,0.23809523809523808
250.0,250.0,5.0,5.0,0.3,50.0,1e-06,63.0,majority_vote,0.292
1000.0,1000.0,5.0,5.0,0.3,50.0,1e-06,63.0,majority_vote,0.257
4000.0,4000.0,5.0,5.0,0.3,50.0,1e-06,63.0,majority_vote,0.23675
63.0,63.0,6.0,6.0,0.3,50.0,1e-06,63.0,majority_vote,0.19047619047619047
250.0,250.0,6.0,6.0,0.3,50.0,1e-06,63.0,majority_vote,0.176
1000.0,1000.0,6.0,6.0,0.3,50.0,1e-06,63.0,majority_vote,0.227
4000.0,4000.0,6.0,6.0,0.3,50.0,1e-06,63.0,majority_vote,0.23975
63.0,63.0,7.0,7.0,0.3,50.0,1e-06,63.0,majority_vote,0.1746031746031746
250.0,250.0,7.0,7.0,0.3,50.0,1e-06,63.0,majority_vote,0.176
1000.0,1000.0,7.0,7.0,0.3,50.0,1e-06,63.0,majority_vote,0.195
4000.0,4000.0,7.0,7.0,0.3,50.0,1e-06,63.0,majority_vote,0.1995
63.0,63.0,9.0,9.0,0.3,50.0,1e-06,63.0,majority_vote,0.19047619047619047
250.0,250.0,9.0,9.0,0.3,50.0,1e-06,63.0,majority_vote,0.216
1000.0,1000.0,9.0,9.0,0.3,50.0,1e-06,63.0,majority_vote,0.155
4000.0,4000.0,9.0,9.0,0.3,50.0,1e-06,63.0,majority_vote,0.17725
63.0,63.0,11.0,11.0,0.3,50.0,1e-06,63.0,majority_vote,0.31746031746031744
250.0,250.0,11.0,11.0,0.3,50.0,1e-06,63.0,majority_vote,0.2
1000.0,1000.0,11.0,11.0,0.3,50.0,1e-06,63.0,majority_vote,0.121
4000.0,4000.0,11.0,11.0,0.3,50.0,1e-06,63.0,majority_vote,0.15275
63.0,63.0,13.0,13.0,0.3,50.0,1e-06,63.0,majority_vote,0.12698412698412698
250.0,250.0,13.0,13.0,0.3,50.0,1e-06,63.0,majority_vote,0.124
1000.0,1000.0,13.0,13.0,0.3,50.0,1e-06,63.0,majority_vote,0.135
4000.0,4000.0,13.0,13.0,0.3,50.0,1e-06,63.0,majority_vote,0.12875
63.0,63.0,15.0,15.0,0.3,50.0,1e-06,63.0,majority_vote,0.15873015873015872
250.0,250.0,15.0,15.0,0.3,50.0,1e-06,63.0,majority_vote,0.076
1000.0,1000.0,15.0,15.0,0.3,50.0,1e-06,63.0,majority_vote,0.1
4000.0,4000.0,15.0,15.0,0.3,50.0,1e-06,63.0,majority_vote,0.103
63.0,63.0,1.0,1.0,0.3,50.0,1e-06,64.0,majority_vote,0.36507936507936506
250.0,250.0,1.0,1.0,0.3,50.0,1e-06,64.0,majority_vote,0.284
1000.0,1000.0,1.0,1.0,0.3,50.0,1e-06,64.0,majority_vote,0.325
4000.0,4000.0,1.0,1.0,0.3,50.0,1e-06,64.0,majority_vote,0.35025
63.0,63.0,3.0,3.0,0.3,50.0,1e-06,64.0,majority_vote,0.3492063492063492
250.0,250.0,3.0,3.0,0.3,50.0,1e-06,64.0,majority_vote,0.316
1000.0,1000.0,3.0,3.0,0.3,50.0,1e-06,64.0,majority_vote,0.307
4000.0,4000.0,3.0,3.0,0.3,50.0,1e-06,64.0,majority_vote,0.27375
63.0,63.0,5.0,5.0,0.3,50.0,1e-06,64.0,majority_vote,0.23809523809523808
250.0,250.0,5.0,5.0,0.3,50.0,1e-06,64.0,majority_vote,0.26
1000.0,1000.0,5.0,5.0,0.3,50.0,1e-06,64.0,majority_vote,0.218
4000.0,4000.0,5.0,5.0,0.3,50.0,1e-06,64.0,majority_vote,0.21425
63.0,63.0,6.0,6.0,0.3,50.0,1e-06,64.0,majority_vote,0.25396825396825395
250.0,250.0,6.0,6.0,0.3,50.0,1e-06,64.0,majority_vote,0.196
1000.0,1000.0,6.0,6.0,0.3,50.0,1e-06,64.0,majority_vote,0.243
4000.0,4000.0,6.0,6.0,0.3,50.0,1e-06,64.0,majority_vote,0.23925
63.0,63.0,7.0,7.0,0.3,50.0,1e-06,64.0,majority_vote,0.14285714285714285
250.0,250.0,7.0,7.0,0.3,50.0,1e-06,64.0,majority_vote,0.232
1000.0,1000.0,7.0,7.0,0.3,50.0,1e-06,64.0,majority_vote,0.194
4000.0,4000.0,7.0,7.0,0.3,50.0,1e-06,64.0,majority_vote,0.18975
63.0,63.0,9.0,9.0,0.3,50.0,1e-06,64.0,majority_vote,0.23809523809523808
250.0,250.0,9.0,9.0,0.3,50.0,1e-06,64.0,majority_vote,0.176
1000.0,1000.0,9.0,9.0,0.3,50.0,1e-06,64.0,majority_vote,0.161
4000.0,4000.0,9.0,9.0,0.3,50.0,1e-06,64.0,majority_vote,0.16
63.0,63.0,11.0,11.0,0.3,50.0,1e-06,64.0,majority_vote,0.2698412698412698
250.0,250.0,11.0,11.0,0.3,50.0,1e-06,64.0,majority_vote,0.224
1000.0,1000.0,11.0,11.0,0.3,50.0,1e-06,64.0,majority_vote,0.149
4000.0,4000.0,11.0,11.0,0.3,50.0,1e-06,64.0,majority_vote,0.149
63.0,63.0,13.0,13.0,0.3,50.0,1e-06,64.0,majority_vote,0.06349206349206349
250.0,250.0,13.0,13.0,0.3,50.0,1e-06,64.0,majority_vote,0.156
1000.0,1000.0,13.0,13.0,0.3,50.0,1e-06,64.0,majority_vote,0.141
4000.0,4000.0,13.0,13.0,0.3,50.0,1e-06,64.0,majority_vote,0.126
63.0,63.0,15.0,15.0,0.3,50.0,1e-06,64.0,majority_vote,0.09523809523809523
250.0,250.0,15.0,15.0,0.3,50.0,1e-06,64.0,majority_vote,0.104
1000.0,1000.0,15.0,15.0,0.3,50.0,1e-06,64.0,majority_vote,0.134
4000.0,4000.0,15.0,15.0,0.3,50.0,1e-06,64.0,majority_vote,0.11975
63.0,63.0,1.0,1.0,0.3,50.0,1e-06,65.0,majority_vote,0.3333333333333333
250.0,250.0,1.0,1.0,0.3,50.0,1e-06,65.0,majority_vote,0.336
1000.0,1000.0,1.0,1.0,0.3,50.0,1e-06,65.0,majority_vote,0.347
4000.0,4000.0,1.0,1.0,0.3,50.0,1e-06,65.0,majority_vote,0.3505
63.0,63.0,3.0,3.0,0.3,50.0,1e-06,65.0,majority_vote,0.20634920634920634
250.0,250.0,3.0,3.0,0.3,50.0,1e-06,65.0,majority_vote,0.252
1000.0,1000.0,3.0,3.0,0.3,50.0,1e-06,65.0,majority_vote,0.312
4000.0,4000.0,3.0,3.0,0.3,50.0,1e-06,65.0,majority_vote,0.29475
63.0,63.0,5.0,5.0,0.3,50.0,1e-06,65.0,majority_vote,0.20634920634920634
250.0,250.0,5.0,5.0,0.3,50.0,1e-06,65.0,majority_vote,0.292
1000.0,1000.0,5.0,5.0,0.3,50.0,1e-06,65.0,majority_vote,0.24
4000.0,4000.0,5.0,5.0,0.3,50.0,1e-06,65.0,majority_vote,0.2435
63.0,63.0,6.0,6.0,0.3,50.0,1e-06,65.0,majority_vote,0.25396825396825395
250.0,250.0,6.0,6.0,0.3,50.0,1e-06,65.0,majority_vote,0.224
1000.0,1000.0,6.0,6.0,0.3,50.0,1e-06,65.0,majority_vote,0.253
4000.0,4000.0,6.0,6.0,0.3,50.0,1e-06,65.0,majority_vote,0.2255
63.0,63.0,7.0,7.0,0.3,50.0,1e-06,65.0,majority_vote,0.15873015873015872
250.0,250.0,7.0,7.0,0.3,50.0,1e-06,65.0,majority_vote,0.176
1000.0,1000.0,7.0,7.0,0.3,50.0,1e-06,65.0,majority_vote,0.222
4000.0,4000.0,7.0,7.0,0.3,50.0,1e-06,65.0,majority_vote,0.19625
63.0,63.0,9.0,9.0,0.3,50.0,1e-06,65.0,majority_vote,0.12698412698412698
250.0,250.0,9.0,9.0,0.3,50.0,1e-06,65.0,majority_vote,0.196
1000.0,1000.0,9.0,9.0,0.3,50.0,1e-06,65.0,majority_vote,0.187
4000.0,4000.0,9.0,9.0,0.3,50.0,1e-06,65.0,majority_vote,0.16225
63.0,63.0,11.0,11.0,0.3,50.0,1e-06,65.0,majority_vote,0.2222222222222222
250.0,250.0,11.0,11.0,0.3,50.0,1e-06,65.0,majority_vote,0.144
1000.0,1000.0,11.0,11.0,0.3,50.0,1e-06,65.0,majority_vote,0.133
4000.0,4000.0,11.0,11.0,0.3,50.0,1e-06,65.0,majority_vote,0.13725
63.0,63.0,13.0,13.0,0.3,50.0,1e-06,65.0,majority_vote,0.07936507936507936
250.0,250.0,13.0,13.0,0.3,50.0,1e-06,65.0,majority_vote,0.192
1000.0,1000.0,13.0,13.0,0.3,50.0,1e-06,65.0,majority_vote,0.138
4000.0,4000.0,13.0,13.0,0.3,50.0,1e-06,65.0,majority_vote,0.13975
63.0,63.0,15.0,15.0,0.3,50.0,1e-06,65.0,majority_vote,0.14285714285714285
250.0,250.0,15.0,15.0,0.3,50.0,1e-06,65.0,majority_vote,0.116
1000.0,1000.0,15.0,15.0,0.3,50.0,1e-06,65.0,majority_vote,0.125
4000.0,4000.0,15.0,15.0,0.3,50.0,1e-06,65.0,majority_vote,0.115
63.0,63.0,1.0,1.0,0.3,50.0,1e-06,66.0,majority_vote,0.2857142857142857
250.0,250.0,1.0,1.0,0.3,50.0,1e-06,66.0,majority_vote,0.356
1000.0,1000.0,1.0,1.0,0.3,50.0,1e-06,66.0,majority_vote,0.346
4000.0,4000.0,1.0,1.0,0.3,50.0,1e-06,66.0,majority_vote,0.352
63.0,63.0,3.0,3.0,0.3,50.0,1e-06,66.0,majority_vote,0.30158730158730157
250.0,250.0,3.0,3.0,0.3,50.0,1e-06,66.0,majority_vote,0.256
1000.0,1000.0,3.0,3.0,0.3,50.0,1e-06,66.0,majority_vote,0.262
4000.0,4000.0,3.0,3.0,0.3,50.0,1e-06,66.0,majority_vote,0.276
63.0,63.0,5.0,5.0,0.3,50.0,1e-06,66.0,majority_vote,0.14285714285714285
250.0,250.0,5.0,5.0,0.3,50.0,1e-06,66.0,majority_vote,0.244
1000.0,1000.0,5.0,5.0,0.3,50.0,1e-06,66.0,majority_vote,0.258
4000.0,4000.0,5.0,5.0,0.3,50.0,1e-06,66.0,majority_vote,0.23225
63.0,63.0,6.0,6.0,0.3,50.0,1e-06,66.0,majority_vote,0.36507936507936506
250.0,250.0,6.0,6.0,0.3,50.0,1e-06,66.0,majority_vote,0.176
1000.0,1000.0,6.0,6.0,0.3,50.0,1e-06,66.0,majority_vote,0.21
4000.0,4000.0,6.0,6.0,0.3,50.0,1e-06,66.0,majority_vote,0.2395
63.0,63.0,7.0,7.0,0.3,50.0,1e-06,66.0,majority_vote,0.14285714285714285
250.0,250.0,7.0,7.0,0.3,50.0,1e-06,66.0,majority_vote,0.276
1000.0,1000.0,7.0,7.0,0.3,50.0,1e-06,66.0,majority_vote,0.204
4000.0,4000.0,7.0,7.0,0.3,50.0,1e-06,66.0,majority_vote,0.1965
63.0,63.0,9.0,9.0,0.3,50.0,1e-06,66.0,majority_vote,0.12698412698412698
250.0,250.0,9.0,9.0,0.3,50.0,1e-06,66.0,majority_vote,0.132
1000.0,1000.0,9.0,9.0,0.3,50.0,1e-06,66.0,majority_vote,0.154
4000.0,4000.0,9.0,9.0,0.3,50.0,1e-06,66.0,majority_vote,0.168
63.0,63.0,11.0,11.0,0.3,50.0,1e-06,66.0,majority_vote,0.14285714285714285
250.0,250.0,11.0,11.0,0.3,50.0,1e-06,66.0,majority_vote,0.064
1000.0,1000.0,11.0,11.0,0.3,50.0,1e-06,66.0,majority_vote,0.164
4000.0,4000.0,11.0,11.0,0.3,50.0,1e-06,66.0,majority_vote,0.14275
63.0,63.0,13.0,13.0,0.3,50.0,1e-06,66.0,majority_vote,0.23809523809523808
250.0,250.0,13.0,13.0,0.3,50.0,1e-06,66.0,majority_vote,0.136
1000.0,1000.0,13.0,13.0,0.3,50.0,1e-06,66.0,majority_vote,0.144
4000.0,4000.0,13.0,13.0,0.3,50.0,1e-06,66.0,majority_vote,0.13325
63.0,63.0,15.0,15.0,0.3,50.0,1e-06,66.0,majority_vote,0.1746031746031746
250.0,250.0,15.0,15.0,0.3,50.0,1e-06,66.0,majority_vote,0.092
1000.0,1000.0,15.0,15.0,0.3,50.0,1e-06,66.0,majority_vote,0.146
4000.0,4000.0,15.0,15.0,0.3,50.0,1e-06,66.0,majority_vote,0.11025
63.0,63.0,1.0,1.0,0.3,50.0,1e-06,67.0,majority_vote,0.38095238095238093
250.0,250.0,1.0,1.0,0.3,50.0,1e-06,67.0,majority_vote,0.388
1000.0,1000.0,1.0,1.0,0.3,50.0,1e-06,67.0,majority_vote,0.364
4000.0,4000.0,1.0,1.0,0.3,50.0,1e-06,67.0,majority_vote,0.355
63.0,63.0,3.0,3.0,0.3,50.0,1e-06,67.0,majority_vote,0.31746031746031744
250.0,250.0,3.0,3.0,0.3,50.0,1e-06,67.0,majority_vote,0.308
1000.0,1000.0,3.0,3.0,0.3,50.0,1e-06,67.0,majority_vote,0.288
4000.0,4000.0,3.0,3.0,0.3,50.0,1e-06,67.0,majority_vote,0.278
63.0,63.0,5.0,5.0,0.3,50.0,1e-06,67.0,majority_vote,0.31746031746031744
250.0,250.0,5.0,5.0,0.3,50.0,1e-06,67.0,majority_vote,0.256
1000.0,1000.0,5.0,5.0,0.3,50.0,1e-06,67.0,majority_vote,0.218
4000.0,4000.0,5.0,5.0,0.3,50.0,1e-06,67.0,majority_vote,0.2415
63.0,63.0,6.0,6.0,0.3,50.0,1e-06,67.0,majority_vote,0.15873015873015872
250.0,250.0,6.0,6.0,0.3,50.0,1e-06,67.0,majority_vote,0.228
1000.0,1000.0,6.0,6.0,0.3,50.0,1e-06,67.0,majority_vote,0.261
4000.0,4000.0,6.0,6.0,0.3,50.0,1e-06,67.0,majority_vote,0.2365
63.0,63.0,7.0,7.0,0.3,50.0,1e-06,67.0,majority_vote,0.1746031746031746
250.0,250.0,7.0,7.0,0.3,50.0,1e-06,67.0,majority_vote,0.164
1000.0,1000.0,7.0,7.0,0.3,50.0,1e-06,67.0,majority_vote,0.168
4000.0,4000.0,7.0,7.0,0.3,50.0,1e-06,67.0,majority_vote,0.20525
63.0,63.0,9.0,9.0,0.3,50.0,1e-06,67.0,majority_vote,0.12698412698412698
250.0,250.0,9.0,9.0,0.3,50.0,1e-06,67.0,majority_vote,0.188
1000.0,1000.0,9.0,9.0,0.3,50.0,1e-06,67.0,majority_vote,0.158
4000.0,4000.0,9.0,9.0,0.3,50.0,1e-06,67.0,majority_vote,0.16225
63.0,63.0,11.0,11.0,0.3,50.0,1e-06,67.0,majority_vote,0.20634920634920634
250.0,250.0,11.0,11.0,0.3,50.0,1e-06,67.0,majority_vote,0.136
